"","X","ID","Name","Age","Nationality","Overall","Potential","Club","Preferred.Foot","International.Reputation","Weak.Foot","Position","Jersey.Number","Contract.Valid.Until","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","StandingTackle","SlidingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes"
"8064",8064,225115,"M. Pinato",23,"Italy",66.4456486455303,75.3367927117233,"Venezia FC","Left",1,3,"LCM",14,"Jun 30, 2019","5'9","146lbs",62.436670180906,59.7839896249438,56.5450704336758,73.4373656081324,51.1248484248207,65.5525108255427,52.9870773742012,51.03889110693,66.8513950021055,70.2200405095088,72.7156862903713,75.0952313477142,76.4542996303297,60.71158728881,70.7487394675221,58.0842313476232,66.5201945825141,68.7844414561754,64.7647509209864,54.3089277183085,61.5865122657199,61.0689872180672,60.7428549679006,65.2311448811262,60.7150548240867,64.9118753715555,59.3787937265056,68.883598385135,62.2530675828564,8.97413785043996,15.2606014277783,9.79986870827049,10.6782101214533,7.83759220619879
"8065",8065,227675,"M. Johnson",27,"England",65.861146978592,66.9427648314742,"Sheffield United","Left",1,3,"LM",22,"Jun 30, 2019","5'10","163lbs",68.1419257190224,50.285009227812,43.6292941364619,64.1495523796816,53.7613477240218,69.2421616004464,59.7192356652442,54.0957494705787,52.9271698011919,67.1688793368628,88.6680398506186,86.0998156302873,85.475110400356,55.4649097444289,70.9107567800817,67.0542705169281,60.7743018328127,72.4891512174258,56.3621772749491,53.9763596906702,30.685269989938,33.3379342328011,55.0269685727431,57.3389266136813,53.427895160853,65.5343895359349,47.7069916176145,51.7145300482534,49.4338698730593,14.1134270139104,14.2282426403459,11.0916267640255,9.76533572203983,6.47076234021987
"8066",8066,228699,"D. Wouters",21,"Belgium",66.6962731318321,76.3800663101334,"KRC Genk","Left",1,2,"CDM",4,"2022","6'3","179lbs",30.4940106444496,21.139091328995,64.4271447999334,67.7919312122012,19.5209729349562,38.250567858573,47.9897964553323,65.3746743625737,66.3290595680683,59.9399989245695,51.2117057736628,54.2279087409973,47.1054226148742,64.3522685332404,42.9269591276217,56.0261564152116,52.4665581792456,73.2981106088091,79.7861135424564,54.7738038215714,68.4890161537452,67.1540820270767,24.7955681985405,59.6965879920023,24.4567663686833,65.9557740001571,61.1756347182768,68.013590324984,66.395483071824,10.5638680676667,10.1522533147412,14.5081043151089,7.8694174165584,14.6917165693257
"8067",8067,242267,"J. Campuzano",22,"Colombia",67.2831721175124,79.6594658942288,"Atlético Nacional","Right",1,3,"CDM",21,"2021","5'10","154lbs",35.0320485670085,32.3847030812338,49.8339840763764,70.1639537243725,41.9488806756204,62.1595076917619,38.1640886437069,41.6058555810522,65.0645429642344,61.9501388259216,71.7282933412168,73.2237110271057,74.0774059223921,62.9206140845609,73.2005817384908,55.8276821592255,72.7828181148538,89.0458618720312,64.763492058208,49.181789943496,71.6530739700816,64.7921569541442,39.2138926405975,50.8953645601616,35.1135890124059,63.2793985042959,64.2284861568717,66.5906074455188,56.5894745233303,15.4168679347867,7.98781222975939,15.5839399188513,5.30819949354983,6.30152457391071
"8068",8068,202076,"Z. Valentin",26,"United States",67.0979286123917,67.2899812828924,"Portland Timbers","Right",1,3,"LB",16,"2018","6'0","161lbs",63.5222471682115,39.6020639077272,59.5760894064696,64.8224485719133,43.955717135864,60.1240859918458,53.73161580588,29.4796538164638,66.3044134841286,65.0891748179182,64.7895249244303,70.7927773167021,60.3317478757571,59.0817637640352,62.7660583611891,56.3200230020145,70.8698754515627,73.648619326673,74.2791838130993,47.1526541947509,62.0426383574453,61.0649919437153,52.4777546542423,54.7887669985754,37.9743419529963,58.9137374034754,65.7985838755104,66.8685128063654,67.8248817926533,9.87203995274307,13.7477064230595,14.6223968391306,10.8031285477709,8.709298950502
"8069",8069,200797,"L. Néry",27,"France",66.3533458805127,68.4899566584841,"AS Nancy Lorraine","Right",1,3,"RB",12,"2020","5'9","161lbs",63.8331792794522,38.9428512561393,61.6095943159259,63.4305169474166,46.1834200756873,59.8687541460696,58.5942053563827,48.0074547311309,62.315794674365,64.9370834848724,67.9794632664008,69.6287261770401,71.8669118037115,63.6038393074244,73.6416860556694,59.4174079229435,72.5853722154445,79.8949353301494,70.7632831874911,55.7737327272043,62.1539858517424,67.6484864791429,26.6454527529924,62.4009265781407,55.3413623069586,60.5810017341129,64.7000161149278,64.3164794811138,64.7320990380871,14.7223209155498,10.8820122751089,5.18980450434621,7.5667427518241,8.83483582660421
"8070",8070,223581,"J. Iglesias",29,"Uruguay",66.9026131870857,67.3755801398522,"Clermont Foot 63","Right",1,3,"RDM",19,"2020","5'7","152lbs",62.2095887638002,59.1941384272855,43.3284240761885,71.1862433487834,55.5476310437993,64.7478033421698,54.9710038871857,55.1020096142792,68.5222076559272,67.8219125659936,61.7878055027416,67.9816427976169,72.3382958752323,64.5374674551987,81.3778779180778,62.8310119788909,53.9636609884138,82.0420977243824,61.5527352069203,52.5854304468875,57.8113283727418,61.4274753476493,50.3875055389237,70.6597078292333,49.2414837500327,63.9357583922042,65.1791096996443,65.0280291078204,59.6043643577856,6.73958066261573,11.5546078050236,11.4764058230825,9.11053913668507,8.51965071539011
"8071",8071,138334,"M. El Hamdaoui",33,"Morocco",68.0663924565562,67.6813742167105,"Excelsior","Right",2,3,"ST",34,"2019","6'0","185lbs",57.0151516122486,66.0439574769124,59.8685346017608,64.1345352909389,65.1721431399826,69.6657757364503,77.723818693302,69.3850263426495,58.4897805029802,70.9589861484616,65.8666082558698,52.3060532477754,67.3933798167031,64.2463728643906,54.9377984071486,66.9835058109478,51.8880163394662,49.007518068995,65.5358787802771,64.8039652324632,31.7276577181723,28.3045077809175,71.5442989112122,63.9213124794502,74.5275495437258,70.3598344365583,24.8252170685167,25.6631518735645,23.3292016581426,6.56723786752071,7.27396440558716,9.63924177647931,6.83231358255341,4.81380446846389
"8072",8072,230238,"Welson Leima",34,"Brazil",67.7024771822279,66.9306500844704,"Botafogo","Right",1,3,"CDM",17,"2021","5'10","172lbs",56.9922527437412,32.9260705273228,47.5611617654596,71.5587187223424,22.0392241186993,41.6782107028155,32.5747544586738,43.4034453383952,65.5288230443801,42.8279613047324,50.9037284901696,50.054553787336,50.0296097494922,69.9118476891802,74.0260336529558,52.3369382395806,68.0780942157358,67.284776370294,72.7073414342687,40.5696728894956,62.0336167814584,70.0143192401198,45.0398225303957,62.397410306924,52.8277852421521,62.8704603458135,66.9597801509688,73.4628217449254,62.2310424642229,14.6689793976515,14.7666542938835,14.9565677535115,14.1792850108618,14.1780086636177
"8073",8073,170078,"M. Little",29,"England",66.5548804354967,66.7275256173083,"Bolton Wanderers","Right",1,3,"RB",2,"2019","6'1","172lbs",62.1240153503874,33.1590551154386,58.2490617979339,60.8722492736024,25.9881696147656,66.1237897715209,45.3808930297089,24.8238695559513,59.9506752949489,61.356273366078,78.9673450227578,84.8388223473672,75.0429175995096,66.3030484565491,58.3989953775651,35.5426583425617,71.5036725678218,79.6558577294242,72.1295615319479,28.0733523075988,54.967753676517,61.7592035985397,61.6311308145618,55.2882737510676,48.1264037949966,52.8346060923128,59.6116437898211,62.5316709671763,62.9513005668255,15.3293638939945,9.62004966382994,10.753235513078,12.8396823126743,8.23304405325511
"8074",8074,237662,"B. Lennon",20,"United States",67.628250024229,78.201155918359,"Real Salt Lake","Right",1,3,"RB",12,"2021","5'10","154lbs",69.8650427124425,59.4951140681323,61.9185044993838,66.2769135484914,48.2590265124469,67.6571078238422,69.0203335446873,43.968875082322,61.1581631839506,66.0218229423769,72.0200619423459,75.7880115129249,66.2162296249612,64.4734376413374,71.0280872088295,69.4980298326284,76.1314533355645,85.3352082591452,60.8110240420163,59.7222097268926,64.0574021283965,60.5129751418997,64.8397814929495,65.7182811678521,67.7431220913558,61.1106246738359,64.5402019856998,62.6220088940816,58.4795038155079,6.30460844846007,5.6631151238865,9.46025007444706,8.12896681429345,7.21813378087701
"8075",8075,238942,"N. Mitrovic",25,"Slovenia",67.1614738586585,72.279449299972,"Jagiellonia Bialystok","Right",1,3,"CB",5,"2021","6'4","194lbs",25.3730686534251,18.5262272364046,67.7524194281775,52.1797879254685,24.1683079359227,32.9155212281507,39.768260093093,30.7132018174419,48.834427576978,50.4346943947897,56.8238649889591,62.4428419243714,44.2344020064594,60.6583403081646,42.7597503749746,58.0087257322095,70.5642335680923,70.6449602744375,84.6618015057337,27.1069356268019,70.3181150044104,63.0814918552327,28.585858763186,37.3632073307757,32.6257700278427,52.1680152142711,62.4703574201837,68.1439889706408,64.8952142827094,8.78777328127145,7.87191329151437,13.4039035022243,14.194133182806,8.52732161802154
"8076",8076,182622,"Serginho",35,"Portugal",66.6318289675783,66.2834179597578,"Santa Clara","Right",1,3,"GK",1,"2019","6'3","183lbs",9.77725762247228,12.6274782299483,10.2348576643422,31.4779633625049,15.6610139021939,16.7972065421623,13.2096201517389,16.5571201501273,24.9311371199007,32.5472440540325,20.8510734477016,22.4565709274586,53.3558769305091,73.65433073311,39.219488318377,42.9707728939491,65.3216527996277,39.9291670516064,71.5209791364146,12.2599240751855,39.4731704446252,19.4494420208902,11.6134978867731,48.4264942609435,26.0900371668726,43.1907529618692,23.1387119583445,9.62096896521036,10.1713059222238,64.9253909849331,66.6114600630017,60.9034578943186,64.2040068271177,66.2719494212413
"8077",8077,206431,"R. Buess",25,"Switzerland",67.1139161138537,69.4737225903368,"FC St. Gallen","Right",1,4,"ST",9,"2019","6'0","172lbs",60.550501227321,61.5880994980109,51.8787885185044,63.8970452616145,49.3365536668237,61.3955124194051,63.0589385997505,50.088356067013,60.4865929803748,63.1735288413762,80.0147120527014,83.1824513832844,73.2243020981127,71.2265456601572,68.3688696847834,73.2280095185765,75.1846293952492,72.0825710385913,73.6515527153431,63.5895575295826,60.8710075398199,46.8327560607442,72.5024725218012,68.5630156995489,57.4642273980124,59.9662400946918,27.6028238399752,52.2096871821648,39.0005343228279,5.59420051559291,9.66317307722577,7.33582135404597,8.97863258280796,11.6568939295605
"8078",8078,210783,"A. Al Sahabi",31,"Saudi Arabia",67.0659292358219,66.527519168421,"Al Faisaly","Right",1,3,"RCB",21,"2020","5'11","148lbs",61.0012489980459,29.1564220688969,66.3605517058086,52.1703776362906,24.8078343573757,57.0586239925543,23.1637548420536,26.0996279025532,44.2335003883014,59.5855235452507,71.6981492195714,63.8946921262302,71.6941550412651,55.7229209182921,49.7997039080389,44.8948236303289,85.129852692097,67.9045185559446,77.1626183878682,23.0354325147141,65.4841439409238,65.0370124029059,49.9630565919608,33.7720870740311,40.9108663271109,58.6928037457854,63.8094144986184,64.6247438907029,67.2276748685168,11.6335164306305,6.82012757025277,7.2069952550552,13.168702926538,10.059765365499
"8079",8079,229215,"Y. El Jebli",25,"Netherlands",66.9048014271273,68.9244284028773,"De Graafschap","Right",1,3,"CAM",20,"2020","5'10","163lbs",61.9863457414827,60.4697516380016,34.370723495289,70.8712996803473,57.6416471447712,71.4515434195931,68.4827331835106,56.286466303683,66.053493029663,72.4075526119294,69.5325175417425,67.9255300950114,74.97825618846,53.1203202743143,79.4875777554379,61.9132316089326,56.2879373879657,64.9606014627208,60.3772490607584,60.715416451239,66.0590564686234,30.1422744820697,49.9663043232704,69.0471938628046,43.9082218494153,64.6781098095454,31.507020439207,27.9302909412829,21.6333199192601,7.08215936691419,11.8721016918786,8.52136496587913,15.2160875922443,11.2765899880044
"8080",8080,237407,"C. Durkin",18,"United States",66.3850188912429,83.6897552592321,"DC United","Right",1,3,"CDM",21,"2019","6'0","165lbs",48.3063055968213,32.9649773124225,51.3149091658039,68.9402984712269,33.1063467902268,55.5834912728003,59.3227823243529,60.3866654694975,64.651985132206,64.8694624874353,55.4184177743698,67.6978940085572,49.1351428172596,62.5399348604765,59.9410097923208,63.1216992603357,74.3310107140903,73.662757655531,62.4866499477519,58.9159948090116,68.7707296588366,69.8939370320478,31.4944333526394,50.655509756596,49.5189065855877,59.8409263445503,68.9719893336288,64.2212207461388,56.9934768417353,11.1150908500781,8.58941109303859,12.2698857441337,9.29791954223697,14.904364930987
"8081",8081,181343,"P. Bengtsson",30,"Sweden",66.5090110389449,67.2791439564387,"FC København","Left",1,2,"LB",3,"2022","5'9","163lbs",63.8098737850934,42.9702117383761,47.9557807418236,66.6945289110569,54.9022505476819,63.0431035629939,65.3664896998924,65.4367436680691,61.244537713283,67.056977155937,72.8144674724377,69.5025497747883,73.8720932133255,63.5074467811239,72.0101688171564,64.7948839190877,70.3698638758168,67.6213545411112,57.2845128520988,59.5164488127212,54.8513503023867,62.0802843374316,62.0129449826096,64.7471661466376,46.2272170562674,62.5481534531645,63.2202181021284,68.6793306131254,68.0852793410424,5.75229262109754,9.91821789991204,15.1943144877566,9.78363746059228,11.1613824583861
"8082",8082,229728,"F. Kamberi",23,"Switzerland",67.3295626150404,76.0869168861668,"Hibernian","Right",1,3,"ST",22,"2021","6'2","190lbs",39.1092654469491,67.2330339345195,70.8681356234103,54.0656890874384,56.8757851866155,60.7829938008212,52.9293771894908,43.1292461780647,37.7813923130103,60.9755829124875,71.9213622760051,74.1582812449272,63.0413042732542,62.2358602974325,61.3323741099927,67.3833018097214,68.2205477088996,70.1387414483692,83.0987035528822,53.3184606236112,72.9409100516629,23.3455710861539,65.6454834622231,47.6795910082788,62.4484464563989,57.9130477174491,26.6604189510029,24.5705276027397,15.9893788022125,12.9638348739453,5.70213675589574,9.95419706270139,11.2129238325755,11.0879755438265
"8083",8083,237152,"D. Irandust",20,"Sweden",66.6486633805947,76.5661535597963,"BK Häcken","Left",1,3,"CAM",19,"2021","6'1","161lbs",51.528497749317,58.7604719956397,39.4361550299233,68.574983855774,45.6516520495701,68.503564401435,47.7953151593577,42.8400483371547,67.7304627097797,70.8303340713939,75.9536262945991,71.5291097951326,69.6707149074469,55.3116036046436,67.8545726341609,52.1663664843748,57.6743411630248,69.9738237674396,66.4856069968139,42.0838238798511,43.7601573505146,40.0246971749653,64.1351520562187,67.9671601009,38.5703595358236,62.6492454044869,39.2302389290886,44.5694956074872,38.8572927367399,15.1760057551481,13.7063350010991,10.2522368711064,5.10065050206167,7.31587536358471
"8084",8084,193376,"L. Nomenjanahary",32,"Madagascar",66.8821908877497,66.5835614481186,"Paris FC","Left",1,2,"RW",12,"2021","5'10","168lbs",66.262982660703,61.0872843794908,47.0049693317517,64.2644275125576,52.8559355395481,68.6340668278291,61.0896077503366,64.7587075501481,61.5449656954296,66.8788856597299,80.5424111706814,77.650436761319,71.5648543354666,66.4188356080494,70.3900810430325,45.0343370450684,62.7189441952076,71.7975043721398,56.3594378517366,58.9825231787088,51.0361206551011,58.249841296938,62.4316263381547,63.7744170897919,39.034453229741,58.2443128458044,26.5009856790914,53.9898468007097,54.4573061103671,14.0025842188163,11.0206928128241,11.3780980053718,10.2772545701262,13.760953605276
"8085",8085,209761,"D. Steres",27,"United States",67.1109463941829,67.9198256670449,"LA Galaxy","Right",1,3,"RCB",5,"2022","6'0","170lbs",48.3635391867249,24.0869880582596,71.515752034859,67.1351053582339,27.3427765809754,38.798578927027,28.279533562296,24.5440255950463,65.8701304795709,58.8388066250183,47.1843251620177,58.2592729225364,59.6737423237626,58.9921359049627,59.215627501052,35.1468003005571,76.6046672085963,64.2398132419482,73.6836368592448,21.8643828686126,67.61149664645,66.411286465782,38.3688095234335,29.4351945162397,38.0886068640383,57.2472058001348,63.7012693135511,64.6386196252287,61.7908620047167,13.7036757035424,9.77570104093019,10.8360410346301,8.71638888933939,14.9471687280053
"8086",8086,213089,"G. Donyoh",23,"Ghana",67.1111770080145,73.663501461236,"FC Nordsjælland","Left",1,3,"LW",11,"2021","5'10","157lbs",49.8272532458126,65.8537450179551,52.5991688921872,63.7741890715777,61.1730313966544,69.3863671734221,55.7339865367746,50.3893269550751,51.0870030363942,68.7142659801043,87.3012615095155,89.8475145680847,86.5611453374557,54.5651449849394,84.9426335054357,67.6953785675363,80.329104675457,64.3274038757084,56.4256645060198,63.8252248340007,40.5169664303944,21.980446610108,71.8570097030424,49.7507739138068,61.6206235802448,61.6036609651763,39.5696266183244,17.952410296037,15.6854496504603,12.1681505051174,7.91583347165098,7.17873365902469,13.5414846072727,11.3661189981794
"8087",8087,225121,"Castro",23,"Spain",67.0709952389334,72.7660541408242,"RCD Mallorca","Left",1,3,"ST",16,"2020","5'9","150lbs",56.5555325827106,64.6731768568628,57.8616107340868,60.5329215704822,66.5893432582859,63.8745657748029,50.4821454646654,56.6639748943644,50.9115004988033,65.1395579612242,74.3113403534264,71.9968348407676,73.8285299074034,71.0303385353835,74.884735875766,67.8381264296223,72.3520490992359,71.5755807430461,66.0677881991335,62.122485161932,55.976331793725,24.1471851555565,69.1206109571696,58.8632562432203,65.4562173665157,62.0347499461311,31.6703641289441,31.2572759922978,30.4614449084073,10.3271641075661,14.6726370699306,8.68438630460277,10.0950360972215,12.8912271919444
"8088",8088,233057,"F. Troyansky",21,"Argentina",66.9229233914804,80.0236006972527,"Unión de Santa Fe","Left",1,3,"ST",22,"2021","5'10","170lbs",45.1799839034106,66.6497154244966,64.519724303424,56.5801979908081,52.2274650243232,65.9959586407472,44.1083393066637,57.9223585936584,52.3776412779816,68.579423773033,75.2695345361259,67.7244225138872,62.7630272522418,68.2258084052352,69.1807932819118,67.4854558098217,80.8832153611359,75.970293120553,62.7421057045724,59.1732326288137,57.7121955017773,14.133439271596,63.7130591212049,57.673577595067,61.1209884823434,68.578411565886,15.8748512282012,15.4904642449509,30.5303227244692,10.0596087667248,8.62830957037539,15.4204563615213,13.7061494027002,6.48033432729829
"8089",8089,204386,"D. Koppers",26,"Netherlands",66.9935633964721,68.8558679463306,"PEC Zwolle","Left",1,2,"LB",18,"2019","5'10","159lbs",61.7773676963982,43.6062984177974,66.8119568603965,61.0478833830296,35.7835951122986,64.9098224040955,54.4659670365943,37.4217860112005,59.1892384991494,66.3793709737534,72.4748076533824,69.9489848448276,65.5499286315854,63.1673154626687,74.6763758919894,56.192177521724,84.5765241215294,73.4213960683316,62.4440818993895,40.0438239662368,70.5111335222932,66.4550306364683,60.3783543807601,56.3173776871293,47.6585793814351,64.7776248909164,62.3409397300971,64.1255294940423,66.413009426519,16.1401077105538,8.35953989878626,10.389050878162,11.7690412882324,15.2265306083543
"8090",8090,223330,"M. Moscati",25,"Italy",67.0829987988749,69.2362861613079,"Perugia","Right",1,3,"CM",23,"2021","5'11","165lbs",69.2709178933454,54.5028950656151,63.6596503182231,68.8400414795266,60.5196491603791,63.8128714351569,62.5005224477004,62.7017519588947,66.1125169880774,65.4185984370924,66.6515503775901,78.7037944107701,70.8839627594085,63.816054452183,70.3374616262464,65.1333356932626,64.3455986223647,90.080670236332,67.0474414543999,67.0280059621516,59.9421753346686,65.6751657341001,64.6939418564159,61.9718114492391,62.2466076796242,63.8436994836222,62.736282091894,59.9637454244005,61.5020499957696,9.63383393633484,5.8496262219258,5.61409649394992,12.2518624743164,14.1928900906316
"8091",8091,227170,"J. Roa",23,"Colombia",67.189655551771,74.9102083973309,"Jaguares de Córdoba","Right",1,3,"RDM",25,"2023","5'10","143lbs",48.5130015322138,42.0772309098715,57.8893790162552,71.1028323577393,32.7591939048937,59.5820200971831,36.6474765821741,32.020521152623,65.2275359277635,68.1609517434903,61.1354308346755,66.1107138830453,70.8410810249479,55.7927040253655,71.1649192016449,42.7913819823261,71.8353279796073,79.7030514961795,59.6153959301191,44.8392040769096,58.742334249713,66.1823304945565,56.8532313165131,65.8737565465303,35.6608800435776,57.14236361103,61.6260883328421,65.0685731344507,62.9830863119406,14.0238527872358,11.4665153478336,13.9321210352739,13.1830619707494,7.0370488655068
"8092",8092,224611,"Lu Wenjun",29,"China PR",66.9823057831505,66.8648000421841,"Shanghai SIPG FC","Right",1,3,"ST",11,"2020","6'1","157lbs",64.3120613558489,66.2313476635534,66.2969340244584,56.4259736898884,57.951369675983,68.6780367290706,53.0614518461852,35.9668809561615,41.3542433572022,60.4528589261627,72.9334198653678,75.5216807938266,75.193501015722,59.7567644384524,61.803437782404,68.8951290084151,70.784443790056,68.3260427127081,75.8412465859374,59.2937217287318,43.1702956941073,21.7287332806591,62.6932324943891,59.9381788453339,62.4898513656555,47.8100229837778,39.5323544472815,18.2791718060938,17.4842969174408,10.0738055988211,13.8648198221572,13.9996875379705,11.057413073372,11.6366419167556
"8093",8093,226403,"F. Crivelli",36,"Argentina",66.9978499484612,67.1669075915529,"Club Atlético Tigre","Right",1,2,"GK",12,"2023","6'1","183lbs",13.0400438511371,11.8318574805331,16.7960642283512,17.6584009464975,11.3035065796176,14.6977856865643,12.9628030983262,15.4465299234272,20.9810581268088,14.4268345400646,48.168041095116,49.2634051639006,53.7693013106461,68.788116675973,53.2609152963464,18.705772435153,61.370283222868,36.1917163085252,72.3221254615162,16.3691053468849,18.647200784509,25.3208718449245,12.9813692732547,29.0954574187514,22.0120732636418,49.6161751083969,16.5583200684329,12.1900278981814,14.1548942275917,65.9939209091977,58.9588632971546,68.8636628635565,69.664433098446,65.7267327860024
"8094",8094,226659,"J. Amoroso",30,"Argentina",67.1991334219133,67.2470506907648,"Newell's Old Boys","Right",1,3,"RM",15,"2019","6'1","154lbs",55.4591383442999,60.3223142293161,60.540814954233,60.0441414651177,44.2379744630494,69.7006299142563,59.6987084005218,49.075020638569,59.8472347784385,61.1125852290362,74.1592570482814,76.1221921383175,67.9370708911746,70.614212392964,49.2616283261494,68.5830960522994,61.0613662825603,69.1841052424866,76.5278899468894,59.9284510740612,40.095628184927,29.0596373494017,73.4263608523536,65.2037066446092,43.7923341520302,65.4639444338782,32.9247026822569,30.4963321973118,34.5908760714742,12.2834939822949,7.66378337410292,15.8910004634304,11.4484425160233,14.1018875659191
"8095",8095,173155,"A. Barillà",30,"Italy",67.7296727936719,67.1134867318063,"Parma","Left",1,3,"RCM",17,"2020","5'11","172lbs",68.6492991471012,57.942452330395,61.4951728443681,68.8702226779035,65.5588297649129,59.3195503420985,64.8735918099349,66.2407131943746,61.7432808218265,66.5914069322194,78.1868286802185,88.9330574522318,82.6872171759641,66.2586136459987,83.9895070523202,76.6629728089465,67.0943906661398,87.1482111412167,75.8600523822414,70.4313086190903,69.8249324450242,62.3250275433342,59.6141156348283,63.3697288074616,55.2310313803073,69.6995132628766,58.5821945101001,60.7112308763292,60.8733258859613,13.7988321218672,12.285061352635,9.07905947705757,6.70861763813259,7.87799470037664
"8096",8096,182883,"K. Agard",28,"England",67.7009474271523,66.7242680152656,"Milton Keynes Dons","Right",1,3,"RW",14,"2019","5'9","148lbs",59.378275193549,64.8974665362976,62.3069823930532,60.349583081941,61.108371019377,63.4731463931292,42.395946480566,30.0180536842017,54.6880366394361,57.0871895643471,80.2536543951293,81.9789669966667,90.8637419788634,68.1715134087183,77.6766130010308,64.7777409073169,88.8070886592234,72.4622504462876,71.3714201330829,60.4563311659051,59.2204638410545,45.9191750556233,69.2707554284392,54.1898797920632,68.2223790370403,53.7322081772013,46.6129887515747,29.7747988893008,22.2913799467062,13.1166287335412,5.50124503453088,9.0089432528885,10.0955936226641,7.87730884220651
"8097",8097,186723,"Y. Boli",30,"Ivory Coast",67.3734992394912,66.7849873013326,"Colorado Rapids","Right",1,3,"LS",9,"2018","5'11","172lbs",44.6263671009341,65.5079158346661,63.1528841763966,57.5853750723182,65.7609220759966,67.8507746125162,67.2933501967068,40.0195180314702,36.8678216826105,62.8085677779695,84.763707965707,81.5480659911195,85.5681386180698,61.9181371250658,68.5919123347963,69.3785422066322,69.9601119578916,61.9914715998122,69.813431398552,65.0638260800237,55.7845619704606,33.1784967901577,62.4203585016877,49.4179400671214,54.1288492786651,59.1858103991973,34.1481859152954,21.3574257583689,19.1295478988403,10.1203639114119,10.8755648579598,14.119698874456,6.92002174332623,13.3201390547458
"8098",8098,193891,"Borja Viguera",31,"Spain",66.8177290470688,66.3580438512122,"CD Numancia","Right",1,3,"ST",25,"2020","6'0","168lbs",46.234818601903,65.5971919932974,69.7812319701396,54.8601552331503,61.7839621858321,68.1882262732644,69.3963441086531,68.3096651534185,60.4506338996842,68.7866980874777,69.4695371286076,65.8026211179552,65.8541558404249,58.7084718660795,63.5688482648578,71.7732218598565,74.6016946194691,50.0015833416594,71.5510534831179,67.4127788491802,51.2661124943944,25.4410496977109,65.1807843988879,57.6989809418921,80.6611573199313,61.1015253606266,28.5471571181443,24.0234852392617,17.379083231526,8.10171052111681,5.91743288949198,11.1423819766206,15.4016669359121,7.97370482719827
"8099",8099,204132,"A. Masika",25,"Kenya",67.7437888307013,67.8663276853082,"Beijing Renhe FC","Right",1,3,"LM",7,"2019","5'7","132lbs",60.3439351925907,59.5884911143312,26.2710433050245,62.3920073686189,55.3632274932409,72.8185029248617,50.1812448423352,46.2353712684798,55.1956380636068,67.1749037978373,84.2481675957826,88.0132987883724,89.614086428538,61.6885378300494,86.7596713528255,62.7770787154676,80.6452273734602,65.0855896635763,31.5817496168511,61.5191574303502,42.5921733711239,28.5437828080828,60.5105777701261,59.9742114651086,45.387737368887,59.2376563837487,35.8362810049169,27.4174251406321,28.0148642411707,15.6435291120773,7.28473770454533,8.58704672250785,12.0310863372893,8.77591451391272
"8100",8100,204644,"S. Kroon",25,"Sweden",67.5694148045106,70.0972510702159,"Östersunds FK","Right",1,3,"RM",21,"2021","6'0","161lbs",60.1083884419561,59.0015259926385,42.0425561087394,57.9651099431805,49.0401154578817,69.9285136193843,60.7124857363124,56.7962879390259,52.0725005406383,63.6319479373287,89.5905123217469,84.4933781956003,81.2940340242845,66.0858279378617,67.3167566278914,63.3203245816061,59.5098529258318,61.0955127191164,57.0738352510861,52.759090366722,63.449578459885,43.731279540546,62.5066933366843,60.1690998939532,58.7086571716967,61.6784318424075,57.1301639908135,33.3147289587397,15.5987503246883,9.34526906434228,13.7445379821171,5.6544227566358,10.2239178657887,14.3768335238994
"8101",8101,207716,"A. Al Hafith",25,"Saudi Arabia",67.4213359445352,71.2097843632344,"Al Hilal","Right",1,3,"CB",17,"2021","6'1","170lbs",35.8328510558159,33.6866043763734,63.7694635818972,60.705930257803,40.3523131380242,31.8225063437332,33.4478276990736,33.9125897973654,60.5823973524887,49.0623552967394,51.5191499727371,59.2323201011557,63.6469899561686,61.0986406530434,42.7125299900755,36.922932325687,72.6920054117824,77.0604392351713,77.1189979283628,38.7814529954026,80.2238425928321,64.7957963599288,29.0912445582556,42.5490780540781,40.997586622494,54.8969282449144,65.7042506134879,64.5964750988308,63.0018940626901,16.43984531472,11.7651664313345,8.29281995832876,10.6393026671987,7.24043035913165
"8102",8102,221284,"J. Gradit",25,"France",66.578235197046,69.7463299022893,"Stade Malherbe Caen","Right",1,3,"RB",14,"2020","5'11","170lbs",63.1998070215064,19.2300927955261,52.3654005224015,65.1930790751327,23.8758255247891,56.4956236710086,31.2639878985675,28.110678239705,56.8743660687456,61.8150525902238,70.8978396873252,68.3310449882778,62.6676787871196,60.2877678199177,67.1315339530656,38.5962093760158,83.7967224309408,81.7491031854573,76.0024301579377,23.847507475777,71.0966237220438,64.3622537536185,28.1772142685009,47.0815255753638,36.4137981403895,61.2255902056456,60.9287614157374,69.9878803744907,66.6701691039139,7.77323222759473,12.7166163889626,10.5415928235654,12.3313223066559,9.1342963702343
